Unnamed: 0,Address,tinh,tinh_cat,qh,qh_cat,px,px_cat,duong,Address_ch,street,ward,district,province,normalized_address
4310,"chung cư thống nhất complex , 82 nguyễn tuân , thanh xuân",,,,,,,,,chung cư thống nhất complex 82 nguyễn tuân thanh xuân,,,,chung cư thống nhất complex 82 nguyễn tuân thanh xuân
4311,trần não quận 2,,,,,,,,,trần não quận 2,,,,trần não quận 2
4312,"asiana capella , quận 6",,,,,,,,,asiana capella quận 6,,,,asiana capella quận 6
4313,căn 07.07,,,,,,,,,căn 07 07,,,,căn 07 07
4314,dự án nhs phương canh,,,,,,,,,dự án nhs phương canh,,,,dự án nhs phương canh
4315,xã tóc tiên,,,,,,,,,xã tóc tiên,,,,xã tóc tiên
4316,tiểu khu ngọc trai,,,,,,,,,tiểu khu ngọc trai,,,,tiểu khu ngọc trai
4317,conic đình khiêm,,,,,,,,,conic đình khiêm,,,,conic đình khiêm
4318,mặt tiện nguyễn lương bằng,,,,,,,,,mặt tiện nguyễn lương bằng,,,,mặt tiện nguyễn lương bằng
4319,xã phú mãn - quốc oai - hà nội,,,,,,,,,xã phú mãn quốc oai hà nội,,,,xã phú mãn quốc oai hà nội
4320,"phường nguyễn trãi , q . hà đông",,,,,,,,,phường nguyễn trãi q hà đông,,,,phường nguyễn trãi q hà đông
4321,dự an nhs phương canh,,,,,,,,,dự an nhs phương canh,,,,dự an nhs phương canh
4322,"nguyễn thị rành , nhuận đức , củ chi",,,,,,,,,nguyễn thị rành nhuận đức củ chi,,,,nguyễn thị rành nhuận đức củ chi
4323,dream home luxury,,,,,,,,,dream home luxury,,,,dream home luxury
4324,"feliz en vista , duplex",,,,,,,,,feliz en vista duplex,,,,feliz en vista duplex
4325,"chung cư 2908 icid complex , dương nội , hà đông",,,,,,,,,chung cư 2908 icid complex dương nội hà đông,,,,chung cư 2908 icid complex dương nội hà đông
4326,đường lê trọng tấn,,,,,,,,,đường lê trọng tấn,,,,đường lê trọng tấn
4327,mỹ phước,,,,,,,,,mỹ phước,,,,mỹ phước
4328,"khu vực bình chuẩn , thuận an , bình dương",,,,,,,,,khu vực bình chuẩn thuận an,,,Bình Dương,"khu vực bình chuẩn thuận an, Bình Dương"
4329,an vượng villa dãy d03,,,,,,,,,an vượng villa dãy d03,,,,an vượng villa dãy d03
4330,khu an vượng villa,,,,,,,,,khu an vượng villa,,,,khu an vượng villa
4331,"xóm đồi , thôn độc lập , la phù",,,,,,,,,xóm đồi thôn độc lập la phù,,,,xóm đồi thôn độc lập la phù
4332,ngõ 2 nguyễn ngọc nại,,,,,,,,,ngõ 2 nguyễn ngọc nại,,,,ngõ 2 nguyễn ngọc nại
4333,"99 nguyễn thị thập , phường tân phú , quận 7",,,,,,,,,99 nguyễn thị thập phường tân phú quận 7,,,,99 nguyễn thị thập phường tân phú quận 7
4334,"khu phố 4 , phường chánh nghĩa , thủ dầu một , bình dương",,,,,,,,,khu phố 4 phường chánh nghĩa thủ dầu một,,,Bình Dương,"khu phố 4 phường chánh nghĩa thủ dầu một, Bình Dương"
4335,"chung cư nghĩa tân , cầu giấy , hà nội",,,,,,,,,chung cư nghĩa tân cầu giấy hà nội,,,,chung cư nghĩa tân cầu giấy hà nội
4336,"vương thừa vũ , thanh xuân , hn",,,,,,,,,vương thừa vũ thanh xuân hn,,,,vương thừa vũ thanh xuân hn
4337,dãy san hô - dự án vinhomes ocean park,,,,,,,,,dãy san hô dự án vinhomes ocean park,,,,dãy san hô dự án vinhomes ocean park
4338,"đường số 2 & 4 , phường hiệp bình phước - quận thủ đức",,,,,,,,,đường số 2 4 phường hiệp  quận thủ đức,,,Bình Phước,"đường số 2 4 phường hiệp  quận thủ đức, Bình Phước"
4339,chung cư mipec long biên,,,,,,,,,chung cư mipec long biên,,,,chung cư mipec long biên
4340,hẻm 114 / 21 đường số 18 khu phố 2 phường bình hưng hòa quận bình tân,,,,,,,,,hẻm 114 21 đường số 18 khu phố 2 phường bình hưng hòa quận bình tân,,,,hẻm 114 21 đường số 18 khu phố 2 phường bình hưng hòa quận bình tân
4341,thôn đồng trạng - xã cổ đông - sơn tây,,,,,,,,,thôn đồng trạng xã cổ đông sơn tây,,,,thôn đồng trạng xã cổ đông sơn tây
4342,goldmark city - 136 hồ tùng mậu,,,,,,,,,goldmark city 136 hồ tùng mậu,,,,goldmark city 136 hồ tùng mậu
4343,căn số 05 tòa ruby 1,,,,,,,,,căn số 05 tòa ruby 1,,,,căn số 05 tòa ruby 1
4344,"bùi cẩm hổ , công viên văn hóa đầm sen",,,,,,,,,bùi cẩm hổ công viên văn hóa đầm sen,,,,bùi cẩm hổ công viên văn hóa đầm sen
4345,thôn phú ngọc - xã cư yên - lương sơn - hb,,,,,,,,,thôn phú ngọc xã cư yên lương sơn hb,,,,thôn phú ngọc xã cư yên lương sơn hb
4346,trung tâm hành chính huyện đồng phú,,,,,,,,,trung tâm hành chính huyện đồng phú,,,,trung tâm hành chính huyện đồng phú
4347,khu linh sơn,,,,,,,,,khu linh sơn,,,,khu linh sơn
4348,khu tái định cư linh sơn,,,,,,,,,khu tái định cư linh sơn,,,,khu tái định cư linh sơn
4349,khu lê phong an phú 2,,,,,,,,,khu lê phong an phú 2,,,,khu lê phong an phú 2
4350,thuận an center point,,,,,,,,,thuận an center point,,,,thuận an center point
4351,lô a33,,,,,,,,,lô a33,,,,lô a33
4352,"ngõ 191 minh khai , quận hai bà trưng , hà nội",,,,,,,,,ngõ 191 minh khai quận hai bà trưng hà nội,,,,ngõ 191 minh khai quận hai bà trưng hà nội
4353,đường khuê mỹ đông 15,,,,,,,,,đường khuê mỹ đông 15,,,,đường khuê mỹ đông 15
4354,quận ngũ hành sơn ( nhà máy cao su đà nẵng ),,,,,,,,,nhà máy cao su,,Quận Ngũ Hành Sơn,Đà Nẵng,"nhà máy cao su, Quận Ngũ Hành Sơn, Đà Nẵng"
4355,xã bình khánh - huyện cần giờ,,,,,,,,,xã bình khánh huyện cần giờ,,,,xã bình khánh huyện cần giờ
4356,hoàng hữu nam,,,,,,,,,hoàng hữu nam,,,,hoàng hữu nam
4357,trung tâm quận 9,,,,,,,,,trung tâm quận 9,,,,trung tâm quận 9
4358,"phường tân phước khánh , tx tân uyên , bình dương",,,,,,,,,phường tân phước khánh tx tân uyên,,,Bình Dương,"phường tân phước khánh tx tân uyên, Bình Dương"
4359,"chợ đại phước , lốc lkp 1 , ô số 7 , đường n1 ( 13m ) xã đại phước , nhơn trạch , đồng nai",,,,,,,,,chợ đại phước lốc lkp 1 ô số 7 đường n1 13m xã đại phước nhơn trạch,,,Đồng Nai,"chợ đại phước lốc lkp 1 ô số 7 đường n1 13m xã đại phước nhơn trạch, Đồng Nai"
4360,"nguyễn xí , phường 26 , quận bình thạnh",,,,,,,,,nguyễn xí phường 26 quận bình thạnh,,,,nguyễn xí phường 26 quận bình thạnh
4361,tân xã thạch thất hà nội,,,,,,,,,tân xã thạch thất hà nội,,,,tân xã thạch thất hà nội
4362,"the pegasuite mặt tiền đường tạ quang bửu , phường 6 , quận 8",,,,,,,,,the pegasuite mặt tiền đường tạ quang bửu phường 6 quận 8,,,,the pegasuite mặt tiền đường tạ quang bửu phường 6 quận 8
4363,"tòa seine dự án the river thủ thiêm , khu 3.15 kđt thủ thiêm phường an khánh , quận 2",,,,,,,,,tòa seine dự án the river thủ thiêm khu 3 15 kđt thủ thiêm phường an khánh quận 2,,,,tòa seine dự án the river thủ thiêm khu 3 15 kđt thủ thiêm phường an khánh quận 2
4364,tòa seine dự án the river thủ thiêm,,,,,,,,,tòa seine dự án the river thủ thiêm,,,,tòa seine dự án the river thủ thiêm
4365,số 1a ngõ 2 hữu hòa thanh trì,,,,,,,,,số 1a ngõ 2 hữu hòa thanh trì,,,,số 1a ngõ 2 hữu hòa thanh trì
4366,"mặt tiền tỉnh lộ 15 , kcn tây bắc củ chi",,,,,,,,,mặt tiền tỉnh lộ 15 kcn tây bắc củ chi,,,,mặt tiền tỉnh lộ 15 kcn tây bắc củ chi
4367,ngõ 553 / 106 phố giải phóng,,,,,,,,,ngõ 553 106 phố giải phóng,,,,ngõ 553 106 phố giải phóng
4368,"riverside garden , 349 vũ tông phan",,,,,,,,,riverside garden 349 vũ tông phan,,,,riverside garden 349 vũ tông phan
4369,"349 vũ tông phan , thanh xuân , hn",,,,,,,,,349 vũ tông phan thanh xuân hn,,,,349 vũ tông phan thanh xuân hn
4370,sunrise city central,,,,,,,,,sunrise city central,,,,sunrise city central
4371,mặt tiền nguyễn văn linh thuộc thủ dầu một,,,,,,,,,mặt tiền nguyễn văn linh thuộc thủ dầu một,,,,mặt tiền nguyễn văn linh thuộc thủ dầu một
4372,"võ văn kiệt , phường an lạc , quận bình tân",,,,,,,,,võ văn kiệt phường an lạc quận bình tân,,,,võ văn kiệt phường an lạc quận bình tân
4373,đường võ chí công,,,,,,,,,đường võ chí công,,,,đường võ chí công
4374,đường đông thạnh - tân hiệp - hóc môn,,,,,,,,,đường đông thạnh tân hiệp hóc môn,,,,đường đông thạnh tân hiệp hóc môn
4375,ngay ngã tư đông thạnh - lê văn khương,,,,,,,,,ngay ngã tư đông thạnh lê văn khương,,,,ngay ngã tư đông thạnh lê văn khương
4376,"ngõ 53 quang tiến , đại mỗ , nam từ liêm , hà nội",,,,,,,,,ngõ 53 quang tiến đại mỗ nam từ liêm hà nội,,,,ngõ 53 quang tiến đại mỗ nam từ liêm hà nội
4377,quang tiến - đại mỗ,,,,,,,,,quang tiến đại mỗ,,,,quang tiến đại mỗ
4378,the phoenix garden,,,,,,,,,the phoenix garden,,,,the phoenix garden
4379,mặt đường tây thăng long,,,,,,,,,mặt đường tây thăng long,,,,mặt đường tây thăng long
4380,tt 28 số 17,,,,,,,,,tt 28 số 17,,,,tt 28 số 17
4381,"số 817 / 7 , đường nguyễn xiển khu phố long hòa , phường long thạch mỹ quận 9 , thành phố hồ chí minh",,,,,,,,,số 817 7 đường nguyễn xiển khu phố long hòa phường long thạch mỹ  thành phố,, Quận 9,Hồ Chí Minh,"số 817 7 đường nguyễn xiển khu phố long hòa phường long thạch mỹ  thành phố,  Quận 9, Hồ Chí Minh"
4382,khu paris - vinhomes imperia hải phòng,,,,,,,,,khu paris vinhomes imperia,,,Hải Phòng,"khu paris vinhomes imperia, Hải Phòng"
4383,"trường sa , xã long sơn , tp vũng tàu , tỉnh bà rịa vũng tàu",,,,,,,,,trường sa xã long sơn tp vũng tàu tỉnh,,,Bà Rịa Vũng Tàu,"trường sa xã long sơn tp vũng tàu tỉnh, Bà Rịa Vũng Tàu"
4384,"xã phước bình , huyện long thành",,,,,,,,,xã phước bình huyện long thành,,,,xã phước bình huyện long thành
4385,"phố huế , hai bà trưng",,,,,,,,,phố huế hai bà trưng,,,,phố huế hai bà trưng
4386,đối diện ngay kcn việt hàn rộng 70 ha,,,,,,,,,đối diện ngay kcn việt hàn rộng 70 ha,,,,đối diện ngay kcn việt hàn rộng 70 ha
4387,tòa s1 sunshine city ciputra,,,,,,,,,tòa s1 sunshine city ciputra,,,,tòa s1 sunshine city ciputra
4388,ngõ 71 đường hoàng mai,,,,,,,,,ngõ 71 đường hoàng mai,,,,ngõ 71 đường hoàng mai
4389,đường nguyễn hữu thọ,,,,,,,,,đường nguyễn hữu thọ,,,,đường nguyễn hữu thọ
4390,đường bùi hữu nghĩa tân hạnh,,,,,,,,,đường bùi hữu nghĩa tân hạnh,,,,đường bùi hữu nghĩa tân hạnh
4391,"lê quý đôn , p6 , q3",,,,,,,,,lê quý đôn p6 q3,,,,lê quý đôn p6 q3
4392,"241 xuân thủy , cầu giấy",,,,,,,,,241 xuân thủy cầu giấy,,,,241 xuân thủy cầu giấy
4393,ấp 4 xã đông thạnh,,,,,,,,,ấp 4 xã đông thạnh,,,,ấp 4 xã đông thạnh
4394,đường 6 làn nguyễn chí thanh,,,,,,,,,đường 6 làn nguyễn chí thanh,,,,đường 6 làn nguyễn chí thanh
4395,ch richmond city,,,,,,,,,ch richmond city,,,,ch richmond city
4396,"456a đường tân sơn nhì , p . tân sơn nhì , q . tân phú",,,,,,,,,456a đường tân sơn nhì p tân sơn nhì q tân phú,,,,456a đường tân sơn nhì p tân sơn nhì q tân phú
4397,"happy valley , pmh , quận 7 , tphcm",,,,,,,,,happy valley pmh quận 7 tphcm,,,,happy valley pmh quận 7 tphcm
4398,06 tòa w1,,,,,,,,,06 tòa w1,,,,06 tòa w1
4399,"ấp 8 xã nhựt chánh . bến lức , long an",,,,,,,,,ấp 8 xã nhựt chánh bến lức,,,Long An,"ấp 8 xã nhựt chánh bến lức, Long An"
4400,mặt bằng thương mại dưới các tòa căn hộ vinhomes,,,,,,,,,mặt bằng thương mại dưới các tòa căn hộ vinhomes,,,,mặt bằng thương mại dưới các tòa căn hộ vinhomes
4401,"thôn 4 , xã diên đồng , huyện diên khánh , tỉnh khánh hòa",,,,,,,,,thôn 4   tỉnh,Xã Diên Đồng,Huyện Diên Khánh,Khánh Hòa,"thôn 4   tỉnh, Xã Diên Đồng, Huyện Diên Khánh, Khánh Hòa"
4402,số 914 tờ bản đồ số 29 khu pheo - đẫy - ba da xã tân lập huyện đan phượng - hà nội,,,,,,,,,số 914 tờ bản đồ số 29 khu pheo đẫy ba da xã tân lập huyện đan phượng hà nội,,,,số 914 tờ bản đồ số 29 khu pheo đẫy ba da xã tân lập huyện đan phượng hà nội
4403,khu phương nam,,,,,,,,,khu phương nam,,,,khu phương nam
4404,mặt tiền đường phùng hưng nối,,,,,,,,,mặt tiền đường phùng hưng nối,,,,mặt tiền đường phùng hưng nối
4405,"nguyễn công trứ , phường nguyễn thái bình , quận 1",,,,,,,,,nguyễn công trứ phường nguyễn  quận 1,,,Thái Bình,"nguyễn công trứ phường nguyễn  quận 1, Thái Bình"
4406,"trung tâm phường nguyễn thái bình , quận 1",,,,,,,,,trung tâm phường nguyễn  quận 1,,,Thái Bình,"trung tâm phường nguyễn  quận 1, Thái Bình"
4407,tòa s2 - 03 tầng 11 p1117,,,,,,,,,tòa s2 03 tầng 11 p1117,,,,tòa s2 03 tầng 11 p1117
4408,tòa n03 - t2 khu ngoại giao đoàn phường xuân tảo - bắc từ liêm - hà nội,,,,,,,,,tòa n03 t2 khu ngoại giao đoàn phường xuân tảo bắc từ liêm hà nội,,,,tòa n03 t2 khu ngoại giao đoàn phường xuân tảo bắc từ liêm hà nội
4409,tòa n03 - t2,,,,,,,,,tòa n03 t2,,,,tòa n03 t2
4410,"đường đường phan huy ích , phường 12 , gò vấp",,,,,,,,,đường đường phan huy ích phường 12 gò vấp,,,,đường đường phan huy ích phường 12 gò vấp
4411,"chung cư cao cấp phú hoàng anh , đường nguyễn hữu thọ , phước kiển , nhà bè",,,,,,,,,chung cư cao cấp phú hoàng anh đường nguyễn hữu thọ phước kiển nhà bè,,,,chung cư cao cấp phú hoàng anh đường nguyễn hữu thọ phước kiển nhà bè
4412,"đường ngô tất tố , phường 19 , bình thạnh",,,,,,,,,đường ngô tất tố phường 19 bình thạnh,,,,đường ngô tất tố phường 19 bình thạnh
4413,"tờ 32 , thửa 217",,,,,,,,,tờ 32 thửa 217,,,,tờ 32 thửa 217
4414,mặt hồ đồng chanh,,,,,,,,,mặt hồ đồng chanh,,,,mặt hồ đồng chanh
4415,bảo lộc,,,,,,,,,bảo lộc,,,,bảo lộc
4416,viva park,,,,,,,,,viva park,,,,viva park
4417,"xã đồi 61 , khu thác giang điền , huyện trảng bom , tỉnh đồng nai",,,,,,,,,khu thác giang điền  tỉnh,Xã Đồi 61,Huyện Trảng Bom,Đồng Nai,"khu thác giang điền  tỉnh, Xã Đồi 61, Huyện Trảng Bom, Đồng Nai"
4418,xóm gò trạng . xã cư yên . huyện lượng sơn . tỉnh hòa bình,,,,,,,,,xóm gò trạng xã cư yên huyện lượng sơn tỉnh,,,Hòa Bình,"xóm gò trạng xã cư yên huyện lượng sơn tỉnh, Hòa Bình"
4419,"hẻm 49 / 23 / 9 đường bùi quang là , phường 12 , gò vấp , hồ chí minh",,,,,,,,,hẻm 49 23 9 đường bùi quang là phường 12 gò vấp,,,Hồ Chí Minh,"hẻm 49 23 9 đường bùi quang là phường 12 gò vấp, Hồ Chí Minh"
4420,"chân cầu phú xuân , nhà bè",,,,,,,,,chân cầu phú xuân nhà bè,,,,chân cầu phú xuân nhà bè
4421,"khu tulip 3 ở q . long biên , p . việt hưng , hà nội",,,,,,,,,khu tulip 3 ở q long biên p việt hưng hà nội,,,,khu tulip 3 ở q long biên p việt hưng hà nội
4422,"mặt tiền song hành , phường an phú , quận 2",,,,,,,,,mặt tiền song hành phường an phú quận 2,,,,mặt tiền song hành phường an phú quận 2
4423,"lô góc town 8 khai sơn city , ngọc thụy , quận long biên , hà nội",,,,,,,,,lô góc town 8 khai sơn city ngọc thụy quận long biên hà nội,,,,lô góc town 8 khai sơn city ngọc thụy quận long biên hà nội
4424,đường 40m phường thượng thanh,,,,,,,,,đường 40m phường thượng thanh,,,,đường 40m phường thượng thanh
4425,mặt tiền đường hách dịch - tóc tiên,,,,,,,,,mặt tiền đường hách dịch tóc tiên,,,,mặt tiền đường hách dịch tóc tiên
4426,"xã tóc tiên , huyện tân thành , bà rịa vũng tàu",,,,,,,,,xã tóc tiên huyện tân thành,,,Bà Rịa Vũng Tàu,"xã tóc tiên huyện tân thành, Bà Rịa Vũng Tàu"
4427,hẻm nguyễn văn quá,,,,,,,,,hẻm nguyễn văn quá,,,,hẻm nguyễn văn quá
4428,khu him lam q7,,,,,,,,,khu him lam q7,,,,khu him lam q7
4429,mặt phố nguyễn xiển,,,,,,,,,mặt phố nguyễn xiển,,,,mặt phố nguyễn xiển
4430,"long phước . dự án phúc thịnh , p . long phước , quận 9 , tp . hcm",,,,,,,,,long phước dự án phúc thịnh p long phước quận 9 tp hcm,,,,long phước dự án phúc thịnh p long phước quận 9 tp hcm
4431,mặt tiền long phước,,,,,,,,,mặt tiền long phước,,,,mặt tiền long phước
4432,"cầu móng an thạnh , thuận an , bd",,,,,,,,,cầu móng an thạnh thuận an bd,,,,cầu móng an thạnh thuận an bd
4433,"xã đại phước nhơn trạch , đồng nai",,,,,,,,,xã đại phước nhơn trạch,,,Đồng Nai,"xã đại phước nhơn trạch, Đồng Nai"
